AlertDescription,Message,LastTriggeredDateTime,TriggeredCount,EventTypeWord,Frequency,ObjectType,Caption,IP_Address,Location,Tower,Vendor,MachineType,Environment,DC,CustomerName,TimeStamp,Alert Category
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device NARADTP81H IP Address 10.234.57.86 ,3/21/2019 2:14 PM,4,Triggered,5.00 m,Node,NARADTP81H,10.234.57.86,Ashburn,Windows,Windows,Windows 2008 R2 Server,Production,US,cardinal,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device USASHPESX221.tcscloud.com IP Address 10.107.0.21 ,3/21/2019 2:13 PM,4,Triggered,5.00 m,Node,USASHPESX221.tcscloud.com,10.107.0.21,Ashburn,Windows,VMware Inc.,VMware ESX Server,,US,TCS_Mgmt_ASH_7K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device USFRPMSESX001.US.TCSCLOUD.COM IP Address 172.26.8.13 ,3/21/2019 2:13 PM,4,Triggered,5.00 m,Node,USFRPMSESX001.US.TCSCLOUD.COM,172.26.8.13,Franklin Park,Windows,VMware Inc.,VMware ESX Server,,US,TCS_Mgmt_FPK_9K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device USASPARCESX06.US.TCSCLOUD.COM IP Address 172.26.10.26 ,3/21/2019 2:13 PM,1,Triggered,5.00 m,Node,USASPARCESX06.US.TCSCLOUD.COM,172.26.10.26,Ashburn,Windows,VMware Inc.,VMware ESX Server,,US,TCS_Mgmt_ASH_9K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device usaspsenesx03.us.tcscloud.com IP Address 172.26.10.33 ,3/21/2019 2:13 PM,1,Triggered,5.00 m,Node,usaspsenesx03.us.tcscloud.com,172.26.10.33,Ashburn,Windows,VMware Inc.,VMware ESX Server,,US,TCS_Mgmt_ASH_9K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device USASHPESXCH02.tcscloud.com IP Address 10.105.1.12 ,3/21/2019 2:13 PM,4,Triggered,5.00 m,Node,USASHPESXCH02.tcscloud.com,10.105.1.12,Ashburn,Windows,VMware Inc.,VMware ESX Server,,US,TCS_Mgmt_ASH_7K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Linux : DC-Ashburn Device DBNAD81A IP Address 10.234.61.142 ,3/21/2019 2:13 PM,4,Triggered,5.00 m,Node,DBNAD81A,10.234.61.142,Ashburn,Linux,HP,hpItanium,Development,US,Cardinal,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Linux : DC-Ashburn Device JDERAEP1 IP Address 10.234.57.140 ,3/21/2019 2:14 PM,4,Triggered,5.00 m,Node,JDERAEP1,10.234.57.140,Ashburn,Linux,HP,hpItanium,Production,US,Cardinal,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Network : DC-Ashburn Device ASHNWLEA09 IP Address 172.26.1.31 ,3/21/2019 2:14 PM,1,Triggered,5.00 m,Node,ASHNWLEA09.us.tcscloud.com,172.26.1.31,Ashburn,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_ASH_9K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device USASHWPCMA002.US.TCSCLOUD.COM IP Address 172.26.17.28 ,3/21/2019 2:14 PM,1,Triggered,5.00 m,Node,USASHWPCMA002.US.TCSCLOUD.COM,172.26.17.28,Ashburn,Windows,Windows,Windows 2012 R2 Server,Production,US,TCS_Mgmt_ASH_9K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device NOATDC-QAMM602 IP Address 10.11.146.22 ,3/21/2019 2:15 PM,2,Triggered,5.00 m,Node,NOATDC-QAMM602,10.11.146.22,Franklin Park,Windows,Unknown,Unknown,QA,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device NOAADC-KMSTSL41 IP Address 10.11.16.32 ,3/21/2019 2:15 PM,2,Triggered,5.00 m,Node,NOAADC-KMSTSL41,10.11.16.32,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Storage : DC-Ashburn Device Usaswpse001 IP Address 172.26.17.26 ,3/21/2019 2:14 PM,1,Triggered,5.00 m,Node,Usaswpse001,172.26.17.26,Ashburn,Storage,Windows,Windows 2012 R2 Server,Production,US,TCS_Mgmt_ASH_9K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device usaswpcvra05 IP Address 10.106.0.43 ,3/21/2019 2:14 PM,3,Triggered,5.00 m,Node,usaswpcvra05,10.106.0.43,Ashburn,Windows,Windows,Windows 2012 R2 Server,Production,US,TCS_Mgmt_ASH_7K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device usaslpvcs001.tcscloud.com IP Address 10.254.242.122 ,3/21/2019 2:15 PM,3,Triggered,5.00 m,Node,usaslpvcs001.tcscloud.com,10.254.242.122,Ashburn,Windows,VMware Inc.,VMware vCenter Server,Production,US,TCS_Mgmt_ASH_7k,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device USASWDSMP001 IP Address 10.254.242.101 ,3/21/2019 2:15 PM,3,Triggered,5.00 m,Node,USASWDSMP001,10.254.242.101,Ashburn,Windows,Windows,Windows 2012 R2 Server,TCS Mgmt,US,TCS_Mgmt_ASH_7K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device USASPPSBESX04.us.tcscloud.com IP Address 172.26.10.81 ,3/21/2019 2:15 PM,1,Triggered,5.00 m,Node,USASPPSBESX04.us.tcscloud.com,172.26.10.81,Ashburn,Windows,VMware Inc.,VMware ESX Server,Production,US,PSB,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device NOATDC-DRDS605F IP Address 10.11.146.213 ,3/21/2019 2:15 PM,2,Triggered,5.00 m,Node,NOATDC-DRDS605F,10.11.146.213,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device NOATDC-DRDS603E IP Address 10.11.144.164 ,3/21/2019 2:15 PM,2,Triggered,5.00 m,Node,NOATDC-DRDS603E,10.11.144.164,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device NOATDC-DRDS602A IP Address 10.11.228.58 ,3/21/2019 2:15 PM,2,Triggered,5.00 m,Node,NOATDC-DRDS602A,10.11.228.58,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device NOAADC-PGUP401 IP Address 10.11.16.103 ,3/21/2019 2:15 PM,2,Triggered,5.00 m,Node,NOAADC-PGUP401,10.11.16.103,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device EURTDC-DRDS605F IP Address 10.11.145.91 ,3/21/2019 2:18 PM,1,Triggered,5.00 m,Node,EURTDC-DRDS605F,10.11.145.91,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device NOATDC-DRDS608B IP Address 10.11.145.93 ,3/21/2019 2:18 PM,1,Triggered,5.00 m,Node,NOATDC-DRDS608B,10.11.145.93,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Linux : DC-Ashburn Device usaspsblapp001 IP Address 10.18.2.14 ,3/22/2019 12:09 AM,3,Triggered,5.00 m,Node,usaspsblapp001,10.18.2.14,Ashburn,Linux,Linux,Red Hat,Production,US,PSB,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device usaspsbwsus001 IP Address 10.18.8.21 ,3/22/2019 12:09 AM,2,Triggered,5.00 m,Node,usaspsbwsus001,10.18.8.21,Ashburn,Windows,Windows,Windows 2016 Server,Production,US,PSB,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device USASHPESX326 IP Address 10.106.0.50 ,3/21/2019 2:17 PM,2,Triggered,5.00 m,Node,USASHPESX326,10.106.0.50,Ashburn,Windows,VMware Inc.,VMware ESX Server,Production,US,TCS_Mgmt_ASH_7K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device usaspalqlesx10 IP Address 172.26.10.68 ,3/21/2019 2:17 PM,1,Triggered,5.00 m,Node,usaspalqlesx10,172.26.10.68,Ashburn,Windows,VMware Inc.,VMware ESX Server,Production,US,Air Liquide,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device NOATDC-DGRD602 IP Address 10.11.145.78 ,3/21/2019 2:17 PM,1,Triggered,5.00 m,Node,NOATDC-DGRD602,10.11.145.78,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device NOATDC-DORCH602 IP Address 10.11.228.180 ,3/21/2019 2:17 PM,1,Triggered,5.00 m,Node,NOATDC-DORCH602,10.11.228.180,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device NOATDC-PRDSBA4 IP Address 10.11.145.83 ,3/21/2019 2:17 PM,1,Triggered,5.00 m,Node,NOATDC-PRDSBA4,10.11.145.83,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device NOATDC-PRDSEBS4 IP Address 10.11.145.85 ,3/21/2019 2:17 PM,1,Triggered,5.00 m,Node,NOATDC-PRDSEBS4,10.11.145.85,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device noatdc-qrema63.noa.alcoa.com IP Address 10.11.145.69 ,3/21/2019 2:17 PM,1,Triggered,5.00 m,Node,noatdc-qrema63.noa.alcoa.com,10.11.145.69,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Storage : DC-Franklin Park Device 000197801410 IP Address 172.26.17.150 ,3/21/2019 2:17 PM,1,Triggered,5.00 m,Node,000197801410,172.26.17.150,Franklin Park,Storage,Unknown,Unknown,,US,Storage Servers ICMP,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Network : DC-Ashburn Device NetScaler IP Address 172.26.1.119 ,3/21/2019 2:17 PM,1,Triggered,5.00 m,Node,NetScaler,172.26.1.119,Ashburn,Network,Citrix NetScaler,Citrix NetScaler,Production,US,TCS_Mgmt_ASH_9K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC- Device 10.192.17.214 IP Address 10.192.17.214 ,3/21/2019 3:03 PM,5,Triggered,5.00 m,Node,10.192.17.214,10.192.17.214,,Windows,Unknown,Unknown,,US,Air Liquide,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Linux : DC-Ashburn Device 10.192.19.13 IP Address 10.192.19.13 ,3/21/2019 3:03 PM,5,Triggered,5.00 m,Node,10.192.19.13,10.192.19.13,Ashburn,Linux,Unknown,Unknown,,US,Air Liquide,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device 10.192.18.26 IP Address 10.192.18.26 ,3/21/2019 3:03 PM,5,Triggered,5.00 m,Node,10.192.18.26,10.192.18.26,Ashburn,Windows,Unknown,Unknown,,US,Air Liquide,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device noaadc-cpm401.noa.alcoa.com IP Address 10.11.100.47 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,noaadc-cpm401.noa.alcoa.com,10.11.100.47,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device emo-tclient2-vb.eur.alcoa.com IP Address 10.11.16.177 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,emo-tclient2-vb.eur.alcoa.com,10.11.16.177,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Linux : DC-Ashburn Device vdcld600p.noa.alcoa.com IP Address 10.11.40.21 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,vdcld600p.noa.alcoa.com,10.11.40.21,Ashburn,Linux,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device euradc-psarc401.eur.alcoa.com IP Address 10.11.100.72 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,euradc-psarc401.eur.alcoa.com,10.11.100.72,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device eureda-prds405a.eur.alcoa.com IP Address 10.11.16.195 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,eureda-prds405a.eur.alcoa.com,10.11.16.195,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device eureda-prds405c.eur.alcoa.com IP Address 10.11.16.197 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,eureda-prds405c.eur.alcoa.com,10.11.16.197,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device alcoaadc-agpm41.alcoa.com IP Address 10.11.14.61 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,alcoaadc-agpm41.alcoa.com,10.11.14.61,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device noaadc-orch401.noa.alcoa.com IP Address 10.11.10.95 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,noaadc-orch401.noa.alcoa.com,10.11.10.95,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device noaadc-prds405h.noa.alcoa.com IP Address 10.11.16.201 ,3/21/2019 2:17 PM,1,Triggered,5.00 m,Node,noaadc-prds405h.noa.alcoa.com,10.11.16.201,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device noaadc-omsql403.noa.alcoa.com IP Address 10.11.16.216 ,3/21/2019 2:17 PM,1,Triggered,5.00 m,Node,noaadc-omsql403.noa.alcoa.com,10.11.16.216,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device noaadc-psepm44.noa.alcoa.com IP Address 10.11.16.218 ,3/21/2019 2:17 PM,1,Triggered,5.00 m,Node,noaadc-psepm44.noa.alcoa.com,10.11.16.218,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device noaadc-gbldcs42.noa.alcoa.com IP Address 10.11.100.49 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,noaadc-gbldcs42.noa.alcoa.com,10.11.100.49,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device noaadc-svamt401.noa.alcoa.com IP Address 10.11.100.102 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,noaadc-svamt401.noa.alcoa.com,10.11.100.102,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device noaadc-web401.noa.alcoa.com IP Address 10.11.10.76 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,noaadc-web401.noa.alcoa.com,10.11.10.76,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device noaadc-pspsa42.noa.alcoa.com IP Address 10.11.10.90 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,noaadc-pspsa42.noa.alcoa.com,10.11.10.90,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Linux : DC-Ashburn Device asnaebsdv01 IP Address 10.192.20.45 ,3/21/2019 3:03 PM,6,Triggered,5.00 m,Node,asnaebsdv01,10.192.20.45,Ashburn,Linux,Unknown,Unknown,,US,Air Liquide,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Linux : DC-Ashburn Device asnasoacp02 IP Address 10.192.24.26 ,3/21/2019 3:03 PM,6,Triggered,5.00 m,Node,asnasoacp02,10.192.24.26,Ashburn,Linux,Unknown,Unknown,,US,Air Liquide,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device NOATDC-DWEB603 IP Address 10.11.146.23 ,3/21/2019 2:15 PM,2,Triggered,5.00 m,Node,NOATDC-DWEB603,10.11.146.23,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device NOATDC-QPODS601 IP Address 10.11.144.217 ,3/21/2019 2:15 PM,2,Triggered,5.00 m,Node,NOATDC-QPODS601,10.11.144.217,Franklin Park,Windows,Unknown,Unknown,QA,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device NOAADC-PHCM41 IP Address 10.11.16.76 ,3/21/2019 2:15 PM,2,Triggered,5.00 m,Node,NOAADC-PHCM41,10.11.16.76,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device NOAADC-PREMU41 IP Address 10.11.16.125 ,3/21/2019 2:15 PM,2,Triggered,5.00 m,Node,NOAADC-PREMU41,10.11.16.125,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device soasad-dsrv603.soa.alcoa.com IP Address 10.11.146.32 ,3/21/2019 2:15 PM,1,Triggered,5.00 m,Node,soasad-dsrv603.soa.alcoa.com,10.11.146.32,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device noatdc-drds610e.noa.alcoa.com IP Address 10.11.142.144 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,noatdc-drds610e.noa.alcoa.com,10.11.142.144,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device SOASLU-DRD601 IP Address 10.11.228.103 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,SOASLU-DRD601,10.11.228.103,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device soaadc-pauia41.soa.alcoa.com IP Address 10.11.10.37 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,soaadc-pauia41.soa.alcoa.com,10.11.10.37,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Linux : DC-Ashburn Device usaswpalccv01 IP Address 10.192.20.98 ,3/21/2019 3:03 PM,6,Triggered,5.00 m,Node,usaswpalccv01,10.192.20.98,Ashburn,Linux,Unknown,Unknown,,US,Air Liquide,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Linux : DC-Ashburn Device sina-pltspn01.am.corp.airliquide.com IP Address 10.192.20.81 ,3/21/2019 3:03 PM,6,Triggered,5.00 m,Node,sina-pltspn01.am.corp.airliquide.com,10.192.20.81,Ashburn,Linux,Unknown,Unknown,,US,Air Liquide,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Linux : DC-Franklin Park Device cdcla606n.adr.alcoa.com IP Address 10.11.158.38 ,3/21/2019 2:15 PM,1,Triggered,5.00 m,Node,cdcla606n.adr.alcoa.com,10.11.158.38,Franklin Park,Linux,net-snmp,net-snmp - Linux,DR/DEV,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device alcoatdc-hub602.alcoa.com IP Address 10.11.228.23 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,alcoatdc-hub602.alcoa.com,10.11.228.23,Franklin Park,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Franklin Park Device noatdc-bhub602.noa.alcoa.com IP Address 10.11.228.44 ,3/21/2019 2:16 PM,1,Triggered,5.00 m,Node,noatdc-bhub602.noa.alcoa.com,10.11.228.44,Franklin Park,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Network : DC-Ashburn Device ASHNWLEA10 IP Address 172.26.1.32 ,3/21/2019 2:14 PM,1,Triggered,5.00 m,Node,ASHNWLEA10.us.tcscloud.com,172.26.1.32,Ashburn,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_ASH_9K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device USASWPARCMA02 IP Address 172.26.17.30 ,3/21/2019 2:14 PM,1,Triggered,5.00 m,Node,USASWPARCMA02,172.26.17.30,Ashburn,Windows,Windows,Windows 2012 R2 Server,Production,US,TCS_Mgmt_ASH_9K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device USASWPTS001 IP Address 172.26.33.11 ,3/21/2019 2:15 PM,1,Triggered,5.00 m,Node,USASWPTS001,172.26.33.11,Ashburn,Windows,Windows,Windows 2012 R2 Server,,US,TCS_Mgmt_ASH_9K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device USASWPSWAPE02 IP Address 10.254.242.250 ,3/21/2019 2:15 PM,3,Triggered,5.00 m,Node,USASWPSWAPE02,10.254.242.250,Ashburn,Windows,Windows,Windows 2012 R2 Server,TCS Mgmt,US,TCS_Mgmt_ASH_7K,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device usasppsbesx05.us.tcscloud.com IP Address 172.26.10.82 ,3/21/2019 2:15 PM,1,Triggered,5.00 m,Node,usasppsbesx05.us.tcscloud.com,172.26.10.82,Ashburn,Windows,VMware Inc.,VMware ESX Server,Production,US,PSB,3/21/2019 2:12 PM,
Device Unable to Poll,US Cloud : Sev3 : Data Collection not Happening for Windows : DC-Ashburn Device NOAADC-PMDM406 IP Address 10.11.16.127 ,3/21/2019 2:15 PM,2,Triggered,5.00 m,Node,NOAADC-PMDM406,10.11.16.127,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/21/2019 2:12 PM,
